balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
182,market_item.xlsx|silk road 3.1|seller_raw:elputipuerko||market_item.xlsx|silk road 3.1|seller_raw:oghacker,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,codex_review: uncertain; clone evidence is compatible with public product/template reuse and lacks identity closure.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:elputipuerko,market_item.xlsx|silk road 3.1|seller_raw:oghacker,silk road 3.1,silk road 3.1,elputipuerko,oghacker,different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,16.265168,0.94167,0.807574,0,,2,windows 8 pro serial key(serial key sent through private message || windows 7 ultimate serial keys(serial keys sent through private,7,the info will be sent via private message to you once purchased.this has network information as well as emails ip addresses and mail servers and a deep nmap scan of the entire d... || windows 7 home premium serial keys for sale $20 usd. if it doesnt work then i will give you a new one.once bought the serial key will be sent to you by private message. || windows 8 pro serial key for sale $30 usd. if it doesnt work then i will give you your money back.once bought the serial key will be sent to you by private message.,1,Services,0,,T: windows 7 home premium serial key $20 usd(serial key sent throug || windows 7 home premium serial key $20 usd(serial key sent throug | D: 1g MDMA 84% Brown Flawless Crystals $31.668 USD / 0.088592 BTC Vendor: bambyla888 (+974) (verified) (full vendor) Category: MDMA Ships From: EU Ships To: Wor... | C: Services || MDMA,T: Microsoft Windows 8 single language serial key(serial key sent t || windows 7 home premium serial key (credentials sent through pm) | D: the info will be sent via private message to you once purchased.this has network information as well as emails ip addresses and mail servers and a deep nmap ... | C: Services
183,market_item.xlsx|silk road 3.1|seller_raw:Bnnemannen||market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_step5_en_v1,No-name placeholder overlap with category mismatch; structural coincidence.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:Bnnemannen,market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,silk road 3.1,silk road 3.1,Bnnemannen,asimpleuser,different_alias,true,profile_lexical_neighbor|structural_support,7.5,1.0,0.75,0,,0,,0,,0,,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: NB
184,market_item.xlsx|Lime|seller_raw:BossAmerica||market_item.xlsx|agartha market|seller_raw:Bestplug,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_en_source_expansion_review_20260421,codex_review: positive; shared seller-facing IM/phone contact has supporting profile evidence.,0,1,1,train,comp_00030,94,market_item.xlsx|Lime|seller_raw:BossAmerica,market_item.xlsx|agartha market|seller_raw:Bestplug,Lime,agartha market,BossAmerica,Bestplug,different_alias,false,profile_lexical_neighbor|shared_contact_exact,8.110398,0.246443,0.31587,2,wickr:bosspro30 || phone:19782720295,0,,0,,0,,0,,"T: BUY 100 vials GHB PHARMA G [Gamma-hydroxybutyrate] (Clone) (Clone) || Fastest PAYPAL money transfer (5 to 10min) (Clone) (Clone) | D: // WICKR....bosspro30 ...................bosspro30 WHATSAPP..+1 (978) 272-0295 HANGOUTS..+1 (978) 272-0295 Welcome Valued Clients Buy Top Ketamine Vials 100m... | C: Services || Drugs,Cannabis","T: BEST Afghan Kush,Blue Cheese,,Blueberry (6oz)AA+++ || BRAND NEW IPHONE 12 PRO & 11 PROMAX | D: //WICKR....bosspro30 ...................bosspro30 WHATSAPP....+19782720295 WHATSAPP....+19782720295 TEXT......+19782720295 moving old stuck importing new stu... | C: Pills,Benzos,Pain Management,Muscle Relaxants,Sedatives - Sleep,Sexual Enhanc... || Cannabis,Buds - Weed,Concentrates,Cartridges,Clones,Seeds,Shake - Trim,Other"
185,market_item.xlsx|silk road 3.1|seller_raw:c3c3c3||market_item.xlsx|silk road 3.1|seller_raw:mcpickles,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_review_20260421,codex_review: negative; high similarity is caused by generic placeholder text rather than seller-specific evidence.,0,1,1,valid,comp_00211,19,market_item.xlsx|silk road 3.1|seller_raw:c3c3c3,market_item.xlsx|silk road 3.1|seller_raw:mcpickles,silk road 3.1,silk road 3.1,c3c3c3,mcpickles,different_alias,true,profile_lexical_neighbor,4.559418,0.706881,0.159066,0,,0,,0,,0,,0,,T: LSD Bike 2000 - Cartela com 25 unidades. || Listing title corrupted. Add new title. | D: No Description Specified | C: Weed || LSD,T: Listing title corrupted. Add new title. || Listing title corrupted. Add new title. | D: No Description Specified | C: Others
187,market_item.xlsx|silk road 3.1|seller_raw:amazon8888||market_item.xlsx|silk road 3.1|seller_raw:jason9988,en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,positive,codex_en_source_expansion_review_20260421,codex_review: positive; shared email is presented as seller contact and has supporting profile evidence.,0,1,1,valid,comp_00247,2,market_item.xlsx|silk road 3.1|seller_raw:amazon8888,market_item.xlsx|silk road 3.1|seller_raw:jason9988,silk road 3.1,silk road 3.1,amazon8888,jason9988,different_alias,true,profile_lexical_neighbor|shared_contact_exact|shared_description_clone|structural_support,15.286378,0.499982,0.643243,1,email:amazonepharmaceuticals@gmail.com,0,,4,reliable and have always been successful. We have the following Peptides available and so much more: We have some other drugs we supply upon request and also offer Weight Loss p... || divergent and trusted supplier of pure quality Peptides medications worldwide. Shipping and delivery is 100% safe and convenient. I supply in small and large quantities. -Overni... || Australia and to European countries. Contact with emails for dialogue and details on any product available or not in our category Contact us for more detailed information. Defin...,5,Fentanyl || Meth || Others || Oxycodon || Pills,0,,T: authentic fake passprt id dervers licence resident permit count || Fentanyl | D: please for more info contact +1 (513) 279-2407 or amazonepharmaceuticals@gmail.com we supply high grade research chemicals. Our chemicals have a purity level... | C: Others || Pills,"T: 32oz, 16oz ACTAVIS PROMETHAZINE WITH CODEINE PURPLE COUGH SYRUP || Oxycontin | D: please for more info contact +15406932165 or amazonepharmaceuticals@gmail.com we have a minimum order of 100pills and please costumers try and keep you phone... | C: Others || Meth"
189,market_item.xlsx|silk road 3.1|seller_raw:FABIUS007||market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_step5_en_v1,No-name placeholder overlap with category mismatch; structural coincidence.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:FABIUS007,market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,silk road 3.1,silk road 3.1,FABIUS007,asimpleuser,different_alias,true,profile_lexical_neighbor|structural_support,7.5,1.0,0.75,0,,0,,0,,0,,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: NB
190,market_item.xlsx|Lime|seller_raw:ketplug||market_item.xlsx|agartha market|seller_raw:Lordpharma,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_en_source_expansion_review_20260421,codex_review: positive; shared seller-facing IM/phone contact has supporting profile evidence.,0,1,1,train,comp_00030,94,market_item.xlsx|Lime|seller_raw:ketplug,market_item.xlsx|agartha market|seller_raw:Lordpharma,Lime,agartha market,ketplug,Lordpharma,different_alias,false,profile_lexical_neighbor|shared_contact_exact,8.074436,0.261935,0.251413,1,wickr:ket32,0,,0,,0,,0,,"T: 100% undictated gdp Counterfeit bills 5000= 250$ (Clone) (Clone) (Clone) (Clone) (Clone) || 10G RAW COLOMBIAN COOK PURE BLING UNCUT$500 | D: WELCOME VALUED CLIENTS TO ketplug WHERE YOUR SATISFACTION IS 100% GUARANTEED. contact us via Wickr......ket32 Whatsapp....+15304925378 PROMOTION PROMOTION PR... | C: Drugs,Cannabis || Services","T: Order quality CBD OIL,WAX, SHROOMS BUDS.100g PROMO || QP Ice C,Purple Haze,GrandDaddy Purple,Moonrocks | D: experience and professionalism is without a doubt of the highest quality here on the darknet. We want our clients to have the most satisfying experience buyi... | C: Services,E-Currency Exchange,Cash Out,Classifieds || Cannabis,Buds - Weed,Concentrates,Cartridges"
193,market_item.xlsx|Lime|seller_raw:USADRUGLORD||market_item.xlsx|agartha market|seller_raw:willson99,en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,positive,codex_en_source_expansion_review_20260421,codex_review: positive; shared seller-facing IM/phone contact has supporting profile evidence.,0,1,1,train,comp_00030,94,market_item.xlsx|Lime|seller_raw:USADRUGLORD,market_item.xlsx|agartha market|seller_raw:willson99,Lime,agartha market,USADRUGLORD,willson99,different_alias,false,profile_lexical_neighbor|shared_contact_exact|shared_description_clone,14.850014,0.556863,0.254418,1,wickr:jerry2470,0,,6,WE DO ACCEPT ESCROW SYSTEM AND ALSO TEST RUN AVAILABLE Wickr...jerry2470 WhatsApp/Text....+1(662)598-1568 SnapeChat.......@jrobertts2020 DESCRIPTION This combination medication ... || WE DO ACCEPT ESCROW SYSTEM AND ALSO TEST RUN AVAILABLE Wickr...jerry2470 WhatsApp/Text....+1(662)598-1568 SnapeChat.......@jrobertts2020 IMPORTANT NOTICE>>>>>WE DO 100% REFUND o... || WE DO ACCEPT ESCROW SYSTEM AND ALSO TEST RUN AVAILABLE Wickr...jerry2470 WhatsApp/Text....+1(662)598-1568 SnapeChat.......@jrobertts2020 Get 2 ounce of magic mushroom all type a...,0,,0,,"T: Top Quality Cry-stal Meth (5 grams = $150) (Clone) (Clone) (Clone) (Clone) (Clone) (Clone) (Clone) || Top Quality Cry-stal Meth (5 grams = $150) (Clone) (Clone) (Clone) (Clone) (Clone) (Clone) (Clone) | D: Do download the wickr me app from your App Store or Play Store and message us for Fast and Easy Communication. We will get back to you shortly.>>>>>>> Have a... | C: Drugs,Stimulants || Drugs,Stimulants,Cocaine","T: Buy Top Quality CRYSTAL WHITE METH (2Ounce = $300 || Buy Top Quality CRYSTAL WHITE METH (2Ounce = $300 | D: WE DO ACCEPT ESCROW SYSTEM AND ALSO TEST RUN AVAILABLE Wickr...jerry2470 WhatsApp/Text....+1(662)598-1568 SnapeChat.......@jrobertts2020 Buy Top Quality Meth... | C: Pills,Benzos || Stimulants,Amphetamine,Other"
194,market_item.xlsx|darkfox market|seller_raw:originalgermed||market_item.xlsx|versus market|seller_raw:OriginalGerMeds,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,positive,codex_step5_en_v1,Cross-market Oxycodon catalog with exact niche product wording and repeated explanatory copy.,0,1,1,train,comp_00157,1,market_item.xlsx|darkfox market|seller_raw:originalgermed,market_item.xlsx|versus market|seller_raw:OriginalGerMeds,darkfox market,versus market,originalgermed,OriginalGerMeds,different_alias,false,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,16.16131,0.958627,0.704774,0,,2,Oxycodon 80mg Pills Oxygesic/Oxycontin || Oxycodon 40mg Pills Oxygesic/Oxycontin,7,"The best pills to crush, so that you have an instand release effect (please be careful when you do it the first time it can be to much) The pills come from a germany pharmacy an... || Oxycodon 80mg pills. The pills are genuine Oxygesic/Oxycontin (it is the same brand, Oxycontin is for the USA and Oxygesic for Europe, but the pills are 100% the same) from Mund... || Oxycodon 20mg pills. The pills are genuine Oxygesic/Oxycontin (it is the same brand, Oxycontin is for the USA and Oxygesic for Europe, but the pills are 100% the same) from Mund...",0,,0,,"T: Oxycodon 20mg Pills Oxygesic/Oxycontin || Oxycodon 40mg Pills Oxygesic/Oxycontin | D: The best pills to crush, so that you have an instand release effect (please be careful when you do it the first time it can be to much) The pills come from a... | C: Drugs,Opioids,Oxycodone","T: Oxycodon 20mg Pills Oxygesic/Oxycontin !!! SUMMER SALE PRICE !! || Oxycodon 20mg Pills Oxygesic/Oxycontin !!! SUMMER SALE PRICE !! | D: The best pills to crush, so that you have an instand release effect (please be careful when you do it the first time it can be to much) The pills come from a... | C: Opioids,OxyCodone"
195,market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip||market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,codex_review: negative; high similarity is caused by generic placeholder text rather than seller-specific evidence.,0,1,1,valid,comp_00167,64,market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip,market_item.xlsx|silk road 3.1|seller_raw:asimpleuser,silk road 3.1,silk road 3.1,HighQaulityTrip,asimpleuser,different_alias,true,profile_lexical_neighbor|structural_support,7.5,1.0,0.75,0,,0,,0,,0,,0,,T: No Item Name || No Item Name | D: No Description Specified | C: Weed,T: No Item Name || No Item Name | D: No Description Specified | C: NB
196,market_item.xlsx|silk road 3.1|seller_raw:doctor77||market_item.xlsx|silk road 3.1|seller_raw:dope903,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,positive,codex_en_source_expansion_review_20260421,codex_review: positive; shared email is presented as seller contact and has supporting profile evidence.,0,1,1,test,comp_00265,4,market_item.xlsx|silk road 3.1|seller_raw:doctor77,market_item.xlsx|silk road 3.1|seller_raw:dope903,silk road 3.1,silk road 3.1,doctor77,dope903,different_alias,true,profile_lexical_neighbor|shared_contact_exact,8.069434,0.186089,0.47645,1,email:jasonadams393@gmail.com,0,,0,,5,Ecstasy || Ketamine || Others || Pills || Services,0,,T: USA PASSPORTS VISAS SOCIALSECURITY ID BIRTH CERTIFICATE || Xanax | D: Please contact jasonadams393@gmail.com For USA and Canada text +1 913 730 7047 Oxycodone is an opioid pain medication. An opioid is sometimes called a narcot... | C: Pills || Others,"T: For more info, contact me at .................jasonadams393@gmai || Ketamine | D: contact me at .......jasonadams393@gmail.com Cyclobenzaprine hydrochloride relieves skeletal muscle spasm of local origin without interfering with muscle fun... | C: Pills || Others"
197,market_item.xlsx|dark0de|seller_raw:dddprovider||market_item.xlsx|versus market|seller_raw:ddprovider,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_review_20260421,codex_review: negative; high similarity is explained by public/product boilerplate or leaked-data field templates without identity closure.,0,1,1,test,comp_00021,11,market_item.xlsx|dark0de|seller_raw:dddprovider,market_item.xlsx|versus market|seller_raw:ddprovider,dark0de,versus market,dddprovider,ddprovider,different_alias,false,profile_lexical_neighbor,4.550376,0.599882,0.475542,0,,0,,0,,0,,0,,"T: fresh washington ssn dob email mobile usa wa fullz || fresh co ssn dob email mobile usa colora fullz | D: gender and age Range if requested # Check our store for more customized options # We have fullz ssn from all states of US just message us. Format: First Name... | C: Digital, SSN","T: Fresh Pennsylvania PA Fullz SSN DOB EMAIL Mobile Address || Fresh Texas TX Fullz SSN DOB EMAIL Mobile Address | D: # 100% Agent verified fullz 2020 with lowest price # Never repeats fullz between buyer and orders # Data can be shared based on ONLY gender and age Range if ... | C: Guides & Tutorials,Personal Information & Scans || Fraud"
199,market_item.xlsx|agartha market|seller_raw:Expediteshop||market_item.xlsx|agartha market|seller_raw:biomed,en_content_train_pool,en,sockpuppet_primary,identifier_plus_text,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|agartha market|seller_raw:Expediteshop,market_item.xlsx|agartha market|seller_raw:biomed,agartha market,agartha market,Expediteshop,biomed,different_alias,true,profile_lexical_neighbor|shared_contact_exact|shared_title_clone|structural_support,14.511046,0.175056,0.730355,2,wickr:store247 || phone:15105928384,4,BUY Cry Meth 30gram=220(TEST RUN AVAILABLE) || SUPER QUALITY HASHHISH 300 GRAMS || Top Quality DMT Crystal (20 grams = $320) || PERCOCET 10/325mg 100pills $220,0,,5,"Cannabis,Buds - Weed || Digital Items,How-To Guides,E-Books,Other || Pills,Benzos || Psychedelics,Acid - LSD || Services,E-Currency Exchange,Cash Out,Classifieds,Other",0,,"T: QUALITY LSD-Acid (BLOTTERS)300ug(1 SHEET<100SHITS || SUPER QUALITY HASHHISH 300 GRAMS | D: .+15105928384 text....+15105928384 Best Quality Vape Cartridge (12carts = $250 Buy Top Quality Vape Cartridges at good prices. BUY FROM UniversalVendor AND G... | C: Pills,Pain Management,Muscle Relaxants,Sedatives - Sleep || Cannabis,Buds - Weed,Concentrates,Cartridges,Hashish","T: Top grade Medical Cannabis for sale..... 50g/ $250 || Top grade Medical Cannabis for sale..... 50g/ $250 | D: .+15105928384 text....+15105928384 *White Widow kk *Hawaii-Skunk *Afghani kush *Blue Dynamite *Granddaddy *Lemon haze *Super Silver Haze *OG Kush *Super Skun... | C: Pills,Benzos || Services,E-Currency Exchange,Cash Out,Classifieds,Other"
200,market_item.xlsx|silk road 3.1|seller_raw:Trizzle17979||market_item.xlsx|silk road 3.1|seller_raw:monarchx,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:Trizzle17979,market_item.xlsx|silk road 3.1|seller_raw:monarchx,silk road 3.1,silk road 3.1,Trizzle17979,monarchx,different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,16.150526,0.617111,0.72393,0,,9,"*VERY FRESH* Verified Paypal Accounts $3000+ Balance and confirm || *VERY FRESH* Verified Paypal Accounts $1000+ Balance and confirm || 10 HIGH QUALITY DUMPS (GUARANTEED EACH DUMP IS LIVE) || High Level High Quality DUMPS 201/101/Credit/Debit || Bank of America $1000, $3000, and $5000 Balances",9,and will ensure a even faster cash-out to the transfer. . REQUIRMENTS: 1. Account must be a Verified Business or Premier Paypal 2. Account must be AGED for a decent amount of ti... || I am just simply providing valid log-in information with valid balances on the accounts. ****************************************************************************************... || will go negative. Delivery Time = 1-12 hours after the order is PAID and is waiting to be shipped (Can take up to 48 hours under certain circumstances) (Please do NOT place a or...,5,Banks || CC/CVV || Dumps || PayPal || Services,0,,T: *VERY FRESH* Verified Paypal Accounts $100+ Balance and confirme || 1g of Safrol Mdma ---Super Fire | D: and will ensure a even faster cash-out to the transfer. . REQUIRMENTS: 1. Account must be a Verified Business or Premier Paypal 2. Account must be AGED for a... | C: Banks || CC/CVV,T: High Quality Lower Level Fresh USA Dumps CREDIT/DEBIT/101/201/T2 || *VERY FRESH* Verified Paypal Accounts $1000+ Balance and confirm | D: etc. INFO INCLUDES FULL 16 DIGIT CARD NUMBER EXPIRATION MONTH/YEAR 3 DIGIT VERIFICATION CODE ON BACK OF CARD/4 DIGIT ON FRONT IF AMEX FIRST NAME LAST NAME FU... | C: CC/CVV || PayPal
