pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|silk road 3.1|seller_raw:c3c3c3||market_item.xlsx|silk road 3.1|seller_raw:hitler123,en_content_train_pool,en,valid,comp_00211,negative,semantic_only,1,1,,,,,,0.890762,0.811441,0.864551,0.322502,c3c3c3,hitler123,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|silk road 3.1|seller_raw:Danielrinehart||market_item.xlsx|silk road 3.1|seller_raw:dubypride,en_content_train_pool,en,train,comp_00190,positive,identifier_plus_text,1,1,,,,,,0.926927,0.932683,0.950069,0.687586,Danielrinehart,dubypride,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|dark0de|seller_raw:nightlifekings||market_item.xlsx|tor2door market|seller_raw:NightlifeKing,en_content_train_pool,en,test,comp_00087,positive,text_clone_primary,1,1,,,,,,0.962545,0.962837,0.984493,0.405349,nightlifekings,NightlifeKing,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:FABIUS007||market_item.xlsx|silk road 3.1|seller_raw:janmolen,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.964903,0.949847,0.958558,1.0,FABIUS007,janmolen,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:vendorcaut2tuff||market_item.xlsx|versus market|seller_raw:caut2tuff,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.943108,0.908299,0.942714,0.376211,vendorcaut2tuff,caut2tuff,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|vice city|seller_raw:Crazysupplies||market_item.xlsx|vice city|seller_raw:Rudeman,en_content_train_pool,en,train,comp_00285,positive,identifier_plus_text,1,1,,,,,,0.880026,0.802665,0.84087,0.551974,Crazysupplies,Rudeman,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:JeanClochard||2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:MoneySell,en_content_train_pool,en,train,comp_00003,positive,text_clone_primary,1,1,,,,,,0.973531,0.940324,0.96542,0.880392,JeanClochard,MoneySell,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:FABIUS007||market_item.xlsx|silk road 3.1|seller_raw:johnsenasss666,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.973323,0.959737,0.948288,1.0,FABIUS007,johnsenasss666,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:goblinking0000||market_item.xlsx|silk road 3.1|seller_raw:hidemyass7000,en_content_train_pool,en,train,comp_00268,positive,identifier_primary,1,1,,,,,,0.937594,0.886327,0.798969,0.42525,goblinking0000,hidemyass7000,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|Lime|seller_raw:johnstone||market_item.xlsx|agartha market|seller_raw:johnstone14,en_content_train_pool,en,test,comp_00042,positive,identifier_plus_text,1,1,,,,,,0.923838,0.869192,0.869995,0.4899,johnstone,johnstone14,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|versus market|seller_raw:sluts1||market_item.xlsx|vice city|seller_raw:Sluts,en_content_train_pool,en,train,comp_00140,positive,text_clone_primary,1,1,,,,,,0.973535,0.958027,0.977287,0.302055,sluts1,Sluts,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip||market_item.xlsx|silk road 3.1|seller_raw:TheExpansionsLevande,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.964167,0.958788,0.982845,1.0,HighQaulityTrip,TheExpansionsLevande,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|vice city|seller_raw:Lordsheng,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.922524,0.882874,0.934461,0.359661,dddprovider,Lordsheng,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:F1rstman (99%)||market_item.xlsx|dark0de|seller_raw:heroinfactory,en_content_train_pool,en,train,comp_00074,negative,semantic_only,1,1,,,,,,0.912185,0.874238,0.91039,0.461445,F1rstman (99%),heroinfactory,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|tor2door market|seller_raw:NightlifeKing||market_item.xlsx|vice city|seller_raw:NightlifeKings,en_content_train_pool,en,test,comp_00087,positive,text_clone_primary,1,1,,,,,,0.980109,0.99123,0.995953,0.250005,NightlifeKing,NightlifeKings,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip||market_item.xlsx|silk road 3.1|seller_raw:janmolen,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.965686,0.953107,0.979382,1.0,HighQaulityTrip,janmolen,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Counterfeitking2013||market_item.xlsx|silk road 3.1|seller_raw:iselluk,en_content_train_pool,en,test,comp_00186,positive,identifier_primary,1,1,,,,,,0.934601,0.901005,0.903976,0.730005,Counterfeitking2013,iselluk,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|agartha market|seller_raw:USA_PITCHER||market_item.xlsx|agartha market|seller_raw:westernunionstore,en_content_train_pool,en,train,comp_00030,negative,semantic_only,1,1,,,,,,0.92642,0.906775,0.925247,0.447992,USA_PITCHER,westernunionstore,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:NightlifeKings (99%)||market_item.xlsx|tor2door market|seller_raw:NightlifeKing,en_content_train_pool,en,test,comp_00087,positive,text_clone_primary,1,1,,,,,,0.955913,0.952639,0.975842,0.497321,NightlifeKings (99%),NightlifeKing,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:HighQaulityTrip||market_item.xlsx|silk road 3.1|seller_raw:johnsenasss666,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.971255,0.960911,0.949211,1.0,HighQaulityTrip,johnsenasss666,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:shilpameds||market_item.xlsx|silk road 3.1|seller_raw:tatachemicals,en_content_train_pool,en,valid,comp_00217,positive,identifier_primary,1,1,,,,,,0.850567,0.804089,0.725799,0.55479,shilpameds,tatachemicals,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|apollon market|seller_raw:ProfessorsEmporium (100%)||market_item.xlsx|apollon market|seller_raw:PsylocybeFanaticus (100%),en_content_train_pool,en,train,comp_00090,positive,text_clone_primary,1,1,,,,,,0.953053,0.951919,0.97054,0.95338,ProfessorsEmporium (100%),PsylocybeFanaticus (100%),same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:TheExpansionsLevande||market_item.xlsx|silk road 3.1|seller_raw:janmolen,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.960264,0.956149,0.985496,1.0,TheExpansionsLevande,janmolen,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:ibuyuk||market_item.xlsx|silk road 3.1|seller_raw:stokeontrent,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.910618,0.880185,0.918991,0.600993,ibuyuk,stokeontrent,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:rockstarpiilsnl||market_item.xlsx|darkfox market|seller_raw:RockStarPILSNL,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.961699,0.950962,0.927706,0.473394,rockstarpiilsnl,RockStarPILSNL,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:Lordpharma||market_item.xlsx|agartha market|seller_raw:carlosjuan,en_content_train_pool,en,train,comp_00030,positive,identifier_plus_text,1,1,,,,,,0.924963,0.900953,0.909218,0.158699,Lordpharma,carlosjuan,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|dark0de|seller_raw:monsterlabstore,en_content_train_pool,en,test,comp_00019,positive,text_clone_primary,1,1,,,,,,0.938456,0.931153,0.938088,0.913255,bestgroup,monsterlabstore,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:TheExpansionsLevande||market_item.xlsx|silk road 3.1|seller_raw:johnsenasss666,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.961097,0.963794,0.959496,1.0,TheExpansionsLevande,johnsenasss666,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:fastsupplies||market_item.xlsx|silk road 3.1|seller_raw:tatachemicals,en_content_train_pool,en,valid,comp_00217,positive,identifier_primary,1,1,,,,,,0.896048,0.885337,0.849039,0.514626,fastsupplies,tatachemicals,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|dark0de|seller_raw:dailyxpaper||market_item.xlsx|silk road 3.1|seller_raw:DailyPaper,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.936534,0.916047,0.8735,0.379631,dailyxpaper,DailyPaper,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|darkfox market|seller_raw:ddprovider,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_plus_text,0,0,,,,,,0.959082,0.942132,0.964597,0.625608,dddprovider,ddprovider,uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:janmolen||market_item.xlsx|silk road 3.1|seller_raw:johnsenasss666,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.974912,0.970891,0.961221,1.0,janmolen,johnsenasss666,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Kojak (97%)||market_item.xlsx|silk road 3.1|seller_raw:prohack,en_content_train_pool,en,train,comp_00080,negative,identifier_primary,1,1,,,,,,0.900484,0.828664,0.904852,0.300663,Kojak (97%),prohack,different_controller,public_contact_or_url_noise,1,1,1,0,1,1,contact_like:feature_has_shared_contact_exact|contact_like:feature_shared_contact_count|contact_like:review_stratum:identifier|negative_label_with_contact_like_overlap
market_item.xlsx|silk road 3.1|seller_raw:BECKYAMANPOUR||market_item.xlsx|silk road 3.1|seller_raw:Nickybeverly110,en_content_train_pool,en,test,comp_00173,positive,identifier_plus_text,1,1,,,,,,0.913239,0.913487,0.917155,0.822896,BECKYAMANPOUR,Nickybeverly110,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|dark0de|seller_raw:sstore||market_item.xlsx|vice city|seller_raw:Shorestore,en_content_train_pool,en,valid,comp_00113,positive,text_clone_primary,1,1,,,,,,0.921935,0.882756,0.932716,0.383817,sstore,Shorestore,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:Ahero||market_item.xlsx|silk road 3.1|seller_raw:fluxay,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.956033,0.960636,0.980921,0.875,Ahero,fluxay,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:programmers||market_item.xlsx|agartha market|seller_raw:lizardpro,en_content_train_pool,en,valid,comp_00039,positive,identifier_primary,1,1,,,,,,0.913485,0.846583,0.916824,0.050341,programmers,lizardpro,same_controller,same_controller_direct_identifier,1,1,1,0,1,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:Underground1231||market_item.xlsx|silk road 3.1|seller_raw:der3313,en_content_train_pool,en,test,comp_00165,negative,semantic_only,1,1,,,,,,0.863942,0.759345,0.829153,0.410908,Underground1231,der3313,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Stokiebuyer||market_item.xlsx|silk road 3.1|seller_raw:stokeontrent,en_content_train_pool,en,train,comp_00238,positive,identifier_plus_text,1,1,,,,,,0.925556,0.906319,0.897358,0.746525,Stokiebuyer,stokeontrent,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:Dickscloud||market_item.xlsx|silk road 3.1|seller_raw:DicksonCloud,en_content_train_pool,en,train,comp_00192,positive,text_clone_primary,1,1,,,,,,0.962465,0.958866,0.951167,0.640672,Dickscloud,DicksonCloud,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:Bnnemannen||market_item.xlsx|silk road 3.1|seller_raw:fluxay,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.953907,0.958856,0.975654,0.875,Bnnemannen,fluxay,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:samuellance33||market_item.xlsx|silk road 3.1|seller_raw:subway44,en_content_train_pool,en,test,comp_00196,positive,identifier_primary,1,1,,,,,,0.948798,0.949607,0.917992,0.406446,samuellance33,subway44,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|Cartel|seller_raw:irishoncoke||market_item.xlsx|apollon market|seller_raw:backagain1 (100%),en_content_train_pool,en,train,comp_00024,negative,semantic_only,1,1,,,,,,0.926171,0.917413,0.945212,0.410785,irishoncoke,backagain1 (100%),different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_low_df_sentence_count
market_item.xlsx|darkfox market|seller_raw:lifebotoxshop||market_item.xlsx|darkfox market|seller_raw:soluctionman,en_content_train_pool,en,valid,comp_00053,positive,identifier_plus_text,1,1,,,,,,0.907422,0.920214,0.928069,0.666738,lifebotoxshop,soluctionman,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|tor2door market|seller_raw:MickeyMouseNL||market_item.xlsx|vice city|seller_raw:MickeyMouseNLL,en_content_train_pool,en,test,comp_00084,positive,text_clone_primary,1,1,,,,,,0.974767,0.980234,0.993415,0.216964,MickeyMouseNL,MickeyMouseNLL,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:FABIUS007||market_item.xlsx|silk road 3.1|seller_raw:fluxay,en_content_train_pool,en,valid,comp_00167,negative,semantic_structural,1,1,,,,,,0.964913,0.953946,0.970843,0.875,FABIUS007,fluxay,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:fastsupplies||market_item.xlsx|silk road 3.1|seller_raw:gennexlabs,en_content_train_pool,en,valid,comp_00217,positive,identifier_primary,1,1,,,,,,0.943666,0.929909,0.924282,0.579125,fastsupplies,gennexlabs,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:XREGORK||market_item.xlsx|silk road 3.1|seller_raw:kkarolekk12,en_content_train_pool,en,test,comp_00202,negative,semantic_only,1,1,,,,,,0.921345,0.89646,0.857506,0.471712,XREGORK,kkarolekk12,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|darkfox market|seller_raw:CARDVENDOR||market_item.xlsx|darkfox market|seller_raw:soluctionman,en_content_train_pool,en,valid,comp_00053,positive,identifier_plus_text,1,1,,,,,,0.887976,0.904864,0.897375,0.534563,CARDVENDOR,soluctionman,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|dark0de|seller_raw:sstore||market_item.xlsx|darkfox market|seller_raw:Shorestore,en_content_train_pool,en,valid,comp_00113,positive,text_clone_primary,1,1,,,,,,0.922634,0.895317,0.932605,0.56502,sstore,Shorestore,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
